Name,Licence Number,Email,Website
Ethe'real Limited,UTB/RTT/TT/2020/00542,etherealltd@gmail.com,http://https://ethe-real.com/
Faraja Safaris,UTB/RTT/TT/2020/00563,booking@farajasafari.com,http://www.farajasafari.com
Rehabot Tours & Travel,UTB/RTT/TT/2020/00587,rehabottravelagency@gmail.com,http://www.rehabottoursandtravel.com
Palms Travel Bureau Limited,UTB/RTT/TT/2020/0059,info@palmtravel.co,http://www.palmtravel.co
Mubarak International Tours and Travel,UTB/RTT/TT/2020/00605,info@mubaraktravel.info,http://www.mubaraktravel.org
Vivid Adventure Safaris,UTB/RTT/TT/2020/00614,info@vividsafarisuganda.com,http://www.vividsafarisuganda.com
Farways Safaris,UTB/RTT/TT/2020/00620,farwaystravelug@yahoo.com,http://www.farwayssafarisug.com
EL Fayrous Tours Ltd,UTB/RTT/TT/2020/00622,fayrousel404@gmail.com,http://www.asapapamaap.com
Stir Uganda Safaris,UTB/RTT/TT/2020/00629,info@stirugandasafaris.com,http://www.stirugandasafaris.com
Tracks and Trails,UTB/RTT/TT/2020/00635,info@tracksandtrailsug.com,http://tracksandtrailsug.com
Rockman Safaris,UTB/RTT/TT/2020/00642,rockmansafarisltd@gmail.com,http://www.rockmansafaris.com
Bashem Safaris East Africa.,UTB/RTT/TT/2020/00645,bashemtransportcoltd@gmail.com,http://www.bashemsafaris.com
Montis Travels,UTB/RTT/TT/2020/00646,info@montistravels.com,http://www.montistravels.com
Charma Tours & Travel,UTB/RTT/TT/2020/00662,tusiime.mable16@gmail.com,http://www.charmatoursandtravel.com
Olives Expeditions Limited,UTB/RTT/TT/2020/00669,support@olivesexpeditions.com,http://www.olivesexpeditions.com
Esfic Tours and Travel.,UTB/RTT/TT/2020/00672,esfictours@gmail.com,http://www.esfictours.com
Signature Africa,UTB/RTT/TT/2020/00678,info@signature-africa.com,http://www.signature-africa.com
BETHLEHEM TOURS AND TRAVELS,UTB/RTT/TT/2020/00683,info@bethlehemtt.com,http://www.bethlehemtt.com
Truevine GorillaTrekers,UTB/RTT/TT/2020/00699,truevinesafaris@gmail.com,http://www.truevinesafaris.com
Maranatha Tours and Travel,UTB/RTT/TT/2020/00704,maranathatours@gmail.com,http://www.advatureugandasafaris.com
Ashurah Tours and Travel,UTB/RTT/TT/2020/00706,tours@ashurahagency.com,http://www.ashurahagency.com
ROSKANE INTERNATIONAL,UTB/RTT/TT/2020/00712,roskaneinternationalltd24@gmail.com,"http://www,roskanetoursandtravel.com"
MAGIC AFRICAN SAFARIS LTD,UTB/RTT/TT/2020/00732,info@magicafricansafaris.com,http://www.magicafricasafaris.com
Pamba Tours,UTB/RTT/TT/2020/00793,pambatoursuganda@gmail.com,http://www.pambatours.com
Tubayo,UTB/RTT/TT/2020/00794,info@tubayo.com,http://www.tubayo.com
Great Lions Safaris,UTB/RTT/TT/2020/00799,info@greatlionssafaris.com,http://www.greatlionssafaris.com
Vilakazi Safaris Limited,UTB/RTT/TT/2020/0081,info@vilakazisafaris.com,http://www.vilakazisafaris.com
Nile Abenteuer,UTB/RTT/TT/2020/0098,info@nileabenteuer.com,http://www.nileabenteuer.com
MATOKE TOURS,UTB/RTT/TT/2021/001018,info@matoketours.com,http://www.matoketours.com
LOREMI TOURS,UTB/RTT/TT/2021/001022,loremitours@gmail.com,http://www.loremitours.com
Africa Adventure  Safaris,UTB/RTT/TT/2021/001056,info@rwandagorillassafari.com,http://www.ugadagorillatour.com
Afri Frontiers Tours & Travel,UTB/RTT/TT/2021/001064,aftt2011@yahoo.com,http://www.afri-frontier.com
Emerald of Africa Safaris,UTB/RTT/TT/2021/001095,info@gorillaexperiencesafaris.com,http://www.gorillaexperiencesafaris.com
Fleetline Tours and Travel,UTB/RTT/TT/2021/001117,fleetlinetoursandtravel@gmail.com,http://www.fleetlinersuganda.com
Safari Empire,UTB/RTT/TT/2021/001122,info@safariempire.com,http://www.safariempire.com
Joy Safaris Limited,UTB/RTT/TT/2021/00122,info@joycampervansafari.com,http://www.joycampervansafari.com
Gracious Tours and Travel Limited,UTB/RTT/TT/2021/0017,info@gracioustours.co.ug,http://www.ugandasafari-tours.com
Globetrotters Travel and Tours Limited,UTB/RTT/TT/2021/00289,sales@globe-safaris.com,http://https://www.globe-safaris.com/
Taste Africa (U) Limited,UTB/RTT/TT/2021/00291,info@tasteafricasafaris.com,http://www.tasteafricasafaris.com
Ishango Expeditions Ltd,UTB/RTT/TT/2021/00298,office@ishangoexpeditions.com,http://www.ishangoexpeditions.com
Pamoja Tours & Travel Company Limited,UTB/RTT/TT/2021/00314,pamojatoursandtravel@gmail.com,http://https://africasafaritravellers.com/
Travelers Link Africa Limited,UTB/RTT/TT/2021/0033,info@travelerslinkafrica.com,http://www.travelerslinkafrica.com
Vijana Adventures,UTB/RTT/TT/2021/00332,info@vijanaadventures.com,http://www.vijanaadventures.com
Home to Africa Tours and Travel,UTB/RTT/TT/2021/00340,elias@hometoafrica.com,http://https://hometoafrica.com/
Insight Safari Holidays Limited,UTB/RTT/TT/2021/00363,info@insightsafariholidays.com,http://www.insightsafarisholidays.com
Weli Travel Limited,UTB/RTT/TT/2021/00404,info@welitravel.com,http://www.weli-travel.com
Blueberry Travel,UTB/RTT/TT/2021/00481,ebbsales@blueberry-travel.com,http://www.blueberry-travel.com
DTA Adventure Tours and Travel Limited,UTB/RTT/TT/2021/00514,info@dtaadventures.com,http://www.dtaadventures.com
Prime Safaris and Tours Limited,UTB/RTT/TT/2021/0052,info@primeugandasafaris.com,http://www.primeugandasafaris.com
Rugote African Tours,UTB/RTT/TT/2021/00530,info@rugoteafricantours.com,http://www.rugoteafricantours.com
Divine African Holidays Tours & Travel,UTB/RTT/TT/2021/00572,info@divineafricantours.com,http://www.divineafricantours.com
Roots Tours and Travel,UTB/RTT/TT/2021/00575,info@tourwithroots.com,http://www.tourwithroots.com
Lake Kitandara Tours & Travel,UTB/RTT/TT/2021/00579,kitanda@infocom.co.ug,http://www.kitandarasafariholidays.com
Paradise Adventure Vacations,UTB/RTT/TT/2021/00607,info@paradiseadventurevacations.com,http://www.paradiseadventurevacations.com
Safari Partners Africa,UTB/RTT/TT/2021/00703,safaris@safaripartnersafrica.com,http://www.safaripartnersafrica.com
Lazaros Travel and Safaris,UTB/RTT/TT/2021/00811,lazaros_ug@outlook.com,http://www.lazarostravel.com
Safari Vacations and Travel Services,UTB/RTT/TT/2021/00814,info@ugandarwanda-safaris.com,http://www.ugandarwanda-safaris.com
AZAS SAFARIS U LTD,UTB/RTT/TT/2021/00816,info@azas-safarisuganda.com,http://www.azas-safarisuganda.com
Africa Reveal Safaris,UTB/RTT/TT/2021/00823,info@africarevealsafaris.com,http://http://www.africarevealsafaris.com/
MAJLIS HIJJA& UMRAH TOURS & TRAVEL,UTB/RTT/TT/2021/00825,majlishijja@gmail.com,http://
AFRICAN ADVENTURE TRAVELLERS,UTB/RTT/TT/2021/00826,tours@adventure-travellers.com,http://www.adventure-travellers.com
KATNKAR SAFARIS,UTB/RTT/TT/2021/00830,info@katnkar.com,http://www.katnkarsafaris.com
Apple Wild Safaris,UTB/RTT/TT/2021/00842,info@applewildsafaris.com,http://www.applewildsafaris.com
GLOBAL TRAVEL OPERATORS,UTB/RTT/TT/2021/00844,info@globaltraveloperators.com,http://www.globaltraveloperators.com
NOWORKS TOURS AND TRAVEL,UTB/RTT/TT/2021/00848,noworkstoursandtravel@gmail.com,http://www.noworkstoursandtravel.com
GIANT GORILLA SAFARIS-SMC LIMITED,UTB/RTT/TT/2021/00854,info@giantgorillasafaris.com,http://www.giantgorillasafaris.com
VOYAGER GLOBAL SOLUTIONS,UTB/RTT/TT/2021/00859,sarina@voyagergs.com,http://WWW.VOYAGERGS.COM
Brovad Tours and Travel,UTB/RTT/TT/2021/0097,brovadsafaris@yahoo.com,http://gorillatoursuganda.com
Footprints Safaris,UTB/RTT/TT/2021/00994,enquiries@footprints-safaris.com,http://www.footprints-safaris.com
Pigeon Safaris-SMC ltd,UTB/RTT/TT/2021/00995,info@pigeonsafaris.com,http://www.pigeonsafaris.com
Awel Tours & Travel Agency,UTB/RTT/TT/2021/00997,awellimited@gmail.com,http://www.aweltravelagency.ug
Gonya Safaris,UTB/RTT/TT/2021/100001,booking@gonyasafaris.com,http://www.gonyasafaris.com
Travellers World,UTB/RTT/TT/2021/100005,travellersworld12@gmail.com,http://www.travellersworldug.business.site
Raise Travels & Tours,UTB/RTT/TT/2021/100006,raisetravelsandtours@gmail.com,http://www.raisetravelsandtours.com
Hamsoft International Tours,UTB/RTT/TT/2021/100008,info@hamsoftinternationaltoursandtravel.com,http://www.hamsofttoursandtravel.net
Mandrill African Safaris,UTB/RTT/TT/2021/100009,info@mandrillsafaris.com,http://www.mandrillsafaris.com
Travilius Tours & Travel Limited,UTB/RTT/TT/2021/100010,traviliustravel@gmail.com,http://www.traviliustravel.com
Y-Save Safaris (U) Limited,UTB/RTT/TT/2021/100015,travel@ysavesafaris.com,http://www.ysavesafaris.com
DKJ Car Rental Uganda,UTB/RTT/TT/2021/100018,info@dkrentacaruganda.com,http://www.dkrentacaruganda.com
Umarella Voyage Safaris Ltd,UTB/RTT/TT/2021/100021,umarellavoyagesafaris@gmail.com,http://www.umarellasafaris.com
Metropolitan Safaris Limited,UTB/RTT/TT/2021/100029,metropolitansafaris@gmail.com,http://www.metropolitansafaris.com
Uganda Family Tours and Travel,UTB/RTT/TT/2021/100030,safaris@ugandafamilytours.com,http://www.ugandafamilytours.com
DREAM BANDAS UGANDA,UTB/RTT/TT/2021/100034,info@dreambandasuganda.com,http://www.nuellatours.com
Across Africa Holidays,UTB/RTT/TT/2021/100035,welcome@across-africa.de,http://www.acrossafrica.travel
Kyoga Tours and Travel,UTB/RTT/TT/2021/100036,info@kyogatours.com,http://www.kyogatours.com
Exclusive Tours and Travel Ltd,UTB/RTT/TT/2021/100037,info2exclusivetoursandtravels@gmail.com,http://www.exclusivetoursandtravels.com
Promise Travel,UTB/RTT/TT/2021/100039,promisetravelconsultants@gmail.com,http://www.promisetravelconsultants.com
Spice Tours and Travel,UTB/RTT/TT/2021/100040,info@spicetours.co.ug,http://www.spicetours.co.ug
Sengo Experiences,UTB/RTT/TT/2021/100045,godfrey@sengoexp.com,http://www.sengoexp.com
LIONHEAD TOURS AND TRAVEL,UTB/RTT/TT/2021/100047,lionsheadtoursandtravel@gmail.com,http://www.lionheadtoursandtravel.com
TRAVEL BLITZ UGANDA LTD,UTB/RTT/TT/2021/100051,travelblitzug@gmail.com,http://www.travelblitzug.com
Verdoro Safaris Uganda,UTB/RTT/TT/2021/100057,verdorosafaris@gmail.com,http://www.verdorosafarisuganda.com
Monrich Tours and Travel,UTB/RTT/TT/2021/100059,monrichtours@gmail.com,http://www.monrichtours.com
Safari Skies,UTB/RTT/TT/2021/100062,info@safariskies.com,http://www.safariskies.com
Dark Hills Uganda,UTB/RTT/TT/2021/100063,darkhillsuganda@gmail.com,http://www.darkhillsuganda.com
Dolphine Tours and Travel,UTB/RTT/TT/2021/100064,dolphintours@live.com,http://www.ugandagorillatrekkingtrips.com
Dika Safaris Limited,UTB/RTT/TT/2021/100065,dikafarms@gmail.com,http://www.dikasafaris.com
Engagi Safaris,UTB/RTT/TT/2021/100066,engagisafaris@gmail.com,http://www.trekengagi.com
Kabira Safaris & Tours,UTB/RTT/TT/2021/100069,kabirasafaris@gmail.com,http://www.kabiraugandasafaris.com
Mpaatanel tours and travel,UTB/RTT/TT/2021/100074,mpaatatoursandtravel@gmail.com,http://www.mpaataneltours.com
Ebs Tours and Safaris,UTB/RTT/TT/2021/100077,info@ebstoursandsafaris.com,http://www.ebstoursandsafaris.com
Lets Go Gorilla Uganda Tours and Travel,UTB/RTT/TT/2021/100080,info@letsgogorillauganda.com,http://www.letsgogorillauganda.com
Entebbe Airways,UTB/RTT/TT/2021/100086,admin@entebbeairways.com,http://www.entebbeairways.com
VUGA TOURS AND TRAVEL,UTB/RTT/TT/2021/100088,info@vugauganda.com,http://www.vugauganda.com
Abu East Africa,UTB/RTT/TT/2021/100089,abu.eastafrica@gmail.com,http://www. abueastafrica.com
Wildlabs Safaris,UTB/RTT/TT/2021/100090,wildlabssafaris@gmail.com,http://www.wildlabssafaris.com
Wild Whispers Africa Limited,UTB/RTT/TT/2021/100092,info@wildwhispersafrica.com,http://www.wildwhispersafrica.com
Oyster Safaris,UTB/RTT/TT/2021/100094,kadnan555@gmail.com,http://www.oystersafarisandtours
Nkwanzi Travel,UTB/RTT/TT/2021/100117,contact@nkwanzitravel.com,http://www.nkwanzitravel.com
Mumwe Global Travel Services,UTB/RTT/TT/2021/100119,info@mumwesafarisuganda.com,http://www.mumwesafarisuganda.com
Jothado Safaris,UTB/RTT/TT/2021/100129,info@jothadosafaris.com,http://www.jothadosafaris.com
Great Trekkers Safaris,UTB/RTT/TT/2021/100130,greattrekkers@gmail.com,http://www.greattrekkers.com
Uganda Explorers,UTB/RTT/TT/2022/100140,craterlakecoltd@gmail.com,http://www.ugandaexplorers.com
CHARMI TOURS CONSULTANTS LTD,UTB/RTT/TT/2022/100142,charmitourskampala@gmail.com,http://www.charmitoursconsults.com
Jungle Escape Africa,UTB/RTT/TT/2022/100143,tours@jungleescapeafrica.com,http://www.jungleescapeafrica.com
Matts Wheel,UTB/RTT/TT/2022/100145,mattswheel@gmail.com,http://www.mattswheel.wexsite.com
Seven Ranges Tours & Travel,UTB/RTT/TT/2022/100146,sevenrangestoursandtravel@gmail.com,http://www.sevenrangeshotel.com
Kristev Travel  Safaris,UTB/RTT/TT/2022/100147,kristevtravelsafaris@gmail.com,http://www.kristevsafaris.com
Mawick Tours & Travel,UTB/RTT/TT/2022/100148,mawic.md@gmail.com,http://www.mawicktours.com
Thrill Expeditions,UTB/RTT/TT/2022/100149,thrillexpeditionsltd@yahoo.com,http://www.thrillexpeditions.com
SF,UTB/RTT/TT/2022/100151,info@silverfleetltd.com,http://www.silverfleet.com
Proba Safaris,UTB/RTT/TT/2022/100152,probasafaris1@gmail.com,http://www.probasafarisandlogisticsltd.com
Tembezi Transporters,UTB/RTT/TT/2022/100153,tembezitransporters@gmail.com,http://www.tembezitransporters.com
Baw Travel,UTB/RTT/TT/2022/100154,baw.com2013@gmail.com,http://www.bawtravels.com
Daniza Tours,UTB/RTT/TT/2022/100157,info@danizatours.co.ug,http://www.danizatours.co.ug
Pickatrip Tours and Travel,UTB/RTT/TT/2022/100158,pickatrip@hotmail.com,http://www.pickatrip.co.ug
Sarvic Tours & Travel,UTB/RTT/TT/2022/100160,sarvictoursandsafaris5@gmail.com,http://www.sarvictoursand safaris.com
AFRICAN ROCK SAFARIS LTD,UTB/RTT/TT/2022/100164,africanrocksafaris@gmail.com,http://www.safariwithgorillas.com
Africa's Great Explorations,UTB/RTT/TT/2022/100165,info@agesafaris.com,http://www.agesafaris.com
Charzinga Tours&Travel,UTB/RTT/TT/2022/100166,info@charzingatours.com,http://www.charzingatours.com
AFRICA LOOK TOURS AND TRAVEL LTD,UTB/RTT/TT/2022/100167,Info@tripuganda.com,http://www.tripuganda.com
SEGVIC CONSULTS,UTB/RTT/TT/2022/100169,segvicconsults@gmail.com,http://www.segvicconsults.com
FLY WORLDTOURS AND TRAVEL,UTB/RTT/TT/2022/100170,care4uganda@gmail.com,http://www.flyworldtoursandtravel.com
WINWORLD TOURS AND TRAVELS,UTB/RTT/TT/2022/100171,sales@winworldtravel.ug,http://www.winworldtravel.ug
Sites Travels,UTB/RTT/TT/2022/100172,reservations@sitestravel-ug.com,http://www.sitestravel-ug.com
Rada Safaris,UTB/RTT/TT/2022/100173,info@radasafaris.com,http://www.radasafaris.com
Dove Tours and Travel Limited,UTB/RTT/TT/2022/100174,dovetours@dovetours.co.ug,http://www.dovetoursandtravel.com
Albatross Safaris,UTB/RTT/TT/2022/100179,albatrossug@gmail.com,http://www.nihaofeizhou.cn
Explore Global Agency,UTB/RTT/TT/2022/100185,info@exploreglobalagency.com,http://www.exploreglobalagency.com
St. Micheal Tours and Travel,UTB/RTT/TT/2022/100195,admin@stmichealtoursandtravel.com,http://www.stmichealtoursandtravel.com
Ronick Tours and Travel,UTB/RTT/TT/2022/100208,ronicktoursandtravel@gmail.com,http://www.ronicktravel.com
Agasha African Expeditions Ltd,UTB/RTT/TT/2022/100209,ronet@agashaexpeditions.com.au,http://http://agashaexpeditions.com.au/
Skyworld Travel & Tours,UTB/RTT/TT/2022/100212,skyworldug@gmail.com,http://www.skyworld.co.ug
Churchill All Africa Safaris,UTB/RTT/TT/2022/100215,info@churchillsafaris.com,http://www.churchillsafaris.com
Maat Afrika Safaris,UTB/RTT/TT/2022/100216,info@maatafrikasafaris.com,http://www.maatafrikasafaris.com
Sail Adventures Tours And Travel,UTB/RTT/TT/2022/100217,Info@saildadventureuganda.com,http://www.sailadventureuganda.com
EXCLUSIVE UGANDA SAFARIS,UTB/RTT/TT/2022/100219,enquiries@exclusiveugandasafaris.com,http://www.exclusiveugandasafaris.com
AFRIKAN WILDLIFE SAFARIS,UTB/RTT/TT/2022/100222,info@afrikanwildlife.com,http://http://www.afrikanwildlife.com/
Bujo Safaris,UTB/RTT/TT/2022/100223,info@bujosafaris.com,http://www.bujosafaris.com
HALLELUJAH TOURS AND TRAVEL AGENCY,UTB/RTT/TT/2022/100226,hallelujaht9996@gmail.com,http://www.hallelujahtoursandtravel.com
Grassrootz Adventures Uganda,UTB/RTT/TT/2022/100230,info@grassrootzuganda.com,http://www.grassrootzuganda.com
Traveltime,UTB/RTT/TT/2022/100233,traveltimeuganda@gmail.com,http://www.traveltimeuganda.com
RWENZORI TREKKING SERVICES,UTB/RTT/TT/2022/100234,rwenzoritrekking@gmail.com,http://www.rwenzoritrekking.com
HERPING TOUR SAFARIS - SMC LTD,UTB/RTT/TT/2022/100239,herpingtoursug@gmail.com,http://herpingtoursafaris-smc.com
Ubora Adventure,UTB/RTT/TT/2022/100241,uboraadventures@gmail.com,http://www.uboraadventures.org
Timu Grand Africa Safaris,UTB/RTT/TT/2022/100242,info@timugrandafricasafaris.com,http://www.timugrandafricasafaris.com
Hornbill Treks and Safaris Limited,UTB/RTT/TT/2022/100244,welcome@hornbillafricansafaris.com,http://www.hornbillafricansafaris.com
Muafrika Expeditions,UTB/RTT/TT/2022/100245,info@muafrika.es,http://www.muafrika.es
Biko  Tours & Travel,UTB/RTT/TT/2022/100246,bikotours@yahoo.com,http://www.bikogroup.com
ACACIA TOURS AND TRAVEL,UTB/RTT/TT/2022/100248,acaciatourstravel66@gmail.com,http://www.acaciatourstravel.com
Shamo Tours and Travel,UTB/RTT/TT/2022/100254,shamotravels@gmail.com,http://
GOLDEN ADVENTURES AFRICA TOUR AND TRAVEL,UTB/RTT/TT/2022/100255,cadogs62@gmail.com,http://www.goldenadvafrica.com
Vast Gorillas Safaris limited,UTB/RTT/TT/2022/100257,thevast21@gmail.com,http://https://www.v-gorillassafaris.com
Nobility Tours and Travel,UTB/RTT/TT/2022/100259,nobilitytourtravels@gmail.com,http://eestwadman.com
Adior Tours and Travel Ltd,UTB/RTT/TT/2022/100261,adiortours@gmail.com,http://www.adiortours.com
Savanna Trails,UTB/RTT/TT/2022/100264,info@savannatrails.com,http://www.savannatrails.com
Greenleaf Tourist Club,UTB/RTT/TT/2022/100265,info@green.co.ug,http://www.green.co.ug
Weismann Expeditions,UTB/RTT/TT/2022/100266,info@weismannexpeditions.com,http://www.weismannexpeditions.com
D Patrick Kato Tours & Travel,UTB/RTT/TT/2022/100267,katotours@yahoo.com,http://www.katotours.org
Gorilla Back bone Safaris,UTB/RTT/TT/2022/100269,gorillabbsafaris18@gmail.com,http://www.gorillabackbornesafaris.com
MWIZA SAFARIS LIMITED,UTB/RTT/TT/2022/100272,mwizasafaris40@gmail.com,http://www.mwizasafaris.com
Earth Tracks Safaris,UTB/RTT/TT/2022/100278,allinetuk@gmail.com,http://www.earthtrackssafaris.com
SUN WING TOURS AND TRAVELS,UTB/RTT/TT/2022/100280,sunwingtours2000@gmail.com,http://www.sunwingstour.com
Quera Safaris Africa,UTB/RTT/TT/2022/100281,qsafarisafrica@gmail.com,http://www.qsafarisafrica.com
Moses Uganda Tours and Taxis,UTB/RTT/TT/2022/100289,moses.tours@live.com,http://www.mosesugandatours.com
Kibale Tours Limited,UTB/RTT/TT/2022/100290,info@kibaletours.com,http://www.kibaletours.com
KUSIIMA TOURS AND TRAVEL,UTB/RTT/TT/2022/100292,kusiimatoursandtravel@gmail.com,http://www.kusiimatoursandtravel.com
Inspire Africa Safaris,UTB/RTT/TT/2022/100293,info@inspiresafaris.com,http://www.inspiresafaris.com
African Skies,UTB/RTT/TT/2022/100295,info@africanskiessafaris.com,http://www.africanskiessafaris.com
Mystery Gorilla Safaris,UTB/RTT/TT/2022/100296,info@mysterygorilla.com,http://www.mysterygorilla.com
Acheche Tours and Events Management,UTB/RTT/TT/2022/100297,achechetours@gmail.com,http://www.achechetours.com
LAVITUS INVESTMENTS LTD,UTB/RTT/TT/2022/100298,info@lavitusinvestments.com,http://info@lavitusinvestments.com
Prisha Tours and Travel,UTB/RTT/TT/2022/100303,contact@prishatoursuganda.com,http://www.prishatoursuganda.com
ID Trails Travel and Tours,UTB/RTT/TT/2022/100305,id3tours@gmail.com,http://www.id3t.com
Thavma Travels,UTB/RTT/TT/2022/100306,thavmatravels@gmail.com,http://www.thavmatravels.com
BEYOND TRAVEL,UTB/RTT/TT/2022/100312,tours@beyondtravel.africa,http://www.beyondtravel.africa
Bwindi Gorilla Tours,UTB/RTT/TT/2022/100313,info@visitbwindigorillatours.com,http://www.visitbwindigorillatours.com
Two Servants Tours & Safaris,UTB/RTT/TT/2022/100317,info@twoservants.com,http://http://twoservants.com/
INTERIOR SAFARIS,UTB/RTT/TT/2022/100319,info@interiorsafarisea.com,http://www.interiorsafarisea.com
Mogambo Travels,UTB/RTT/TT/2022/100322,patxi@mogambo.ug,http://www.mogambo.ug
Intek Travel,UTB/RTT/TT/2022/100325,operations@intektravel.com,http://www.intektravel.com
SOMET TOURS,UTB/RTT/TT/2022/100327,info@somettours.com,http://www.somettours.com
PIECE OF UGANDA SAFARIS,UTB/RTT/TT/2022/100328,safaris@pieceof.ug,http://www.pieceof.ug
MACVEK TOURS TOURS AND TRAVEL,UTB/RTT/TT/2022/100329,info@macvektravels.com,http://www.macvektravels.com
A.J Tours,UTB/RTT/TT/2022/100332,info@a-j-tours.com,http://www.a-j-tours.com
Vibrant Holidays Safaris,UTB/RTT/TT/2022/100333,vibrantholidaysafaris@gmail.com,http://https://gorillaugandatour.com/
SAFARIS BY JON,UTB/RTT/TT/2022/100336,info@safarisbyjon.com,http://www.safarisbyjon.com
TRAWILLS TOURS AND TRAVEL LIMITED,UTB/RTT/TT/2022/100337,henrywills59@gmail.com,http://www.trawillstours.com
MBZ Group Africa,UTB/RTT/TT/2022/100338,info@mbzgroup.africa,http://www.mbzgroup.africa
House of Uganda Safaris,UTB/RTT/TT/2022/100342,info@houseofugandasafaris.com,http://www.houseofugandasafaris.com
East African Jungle Safaris,UTB/RTT/TT/2022/100344,info@eastafricanjunglesafaris.com,http://www.eastafricanjunglesafaris.com
TAMBURAHO AFRICA TOURS AND TRAVEL SMC LTD,UTB/RTT/TT/2022/100346,edwardndyamuhaki@gmail.com,http://www.tamburahoafrica.com
Wild Epic Safaris,UTB/RTT/TT/2022/100351,wildepicsafaris@gmail.com,http://www.wildepicsafararis.com
Richara Safaris & Tours,UTB/RTT/TT/2022/100352,richarasafaris@gmail.com,http://www.richarasafaris.com
KITAGATA SAFARIS UGANDA,UTB/RTT/TT/2022/100353,info@kitagatasafarisuganda.com,http://www.kitagatasafarisuganda.com
NEUROMEDIA TOURS AND TRAVEL,UTB/RTT/TT/2022/100354,utraveldeals@gmail.com,http://www.nttl.com
TRIPSOPEDIA SAFARIS LIMITED,UTB/RTT/TT/2022/100357,info@tripsopedia.travel,http://www.tripsopedia.travel
Carlton Maven Tours & Travel,UTB/RTT/TT/2022/100358,keitat@cml.co.ug,http://www.cml.co.ug
Calsaar Safaris Uganda,UTB/RTT/TT/2022/100359,info@calsaarsafaris.com,http://www.calsaarsafaris.com
REACHOUT SAFARIS & TRAVEL AGENCIES LTD,UTB/RTT/TT/2022/100364,faithlawt@yahoo.com,http://info@reachouttravels.co.ug
Dina Tours and Travel Company Limited,UTB/RTT/TT/2022/100366,reservations@dina-tours.com,http://www.dina-tours.com
Mozam Classic Tours and Movers,UTB/RTT/TT/2022/100367,mozamclassic@gmail.com,http://www.mozamclassic.com
Mutanda Gorilla Tours Limited,UTB/RTT/TT/2022/100368,kadogo@mutandagorillatours.com,http://www.mutandagorillatours.com
MULUNGI A.M TOURS & TRAVEL,UTB/RTT/TT/2022/100373,mulungitours@gmail.com,http://www.mulungitours&travel.com
Raven Travel Safaris,UTB/RTT/TT/2022/100374,victoria@raventravelsafaris.com,http://www.raventravelsafaris.com
Big Lion Trails Safaris,UTB/RTT/TT/2022/100375,tour@biglionsafaris.com,http://www.biglionsafaris.com
Webale safaris,UTB/RTT/TT/2022/100378,info@webalezafaris.com,http://www.Webale safaris.com
AFRICA IMMERSION ADVENTURES,UTB/RTT/TT/2022/100379,info@africanimmersionadventures.com,http://https://www.africanimmersionadventures.com
OTUL TOURS AND SAFARIS LIMITED,UTB/RTT/TT/2022/100381,otultourssafaris@gmail.com,http://www.otultours&safaris.com
BRIT TOURS,UTB/RTT/TT/2022/100383,info@brit-tours.com,http://https://www.brit-tours.com
Inter- Tropical Tours& Travel,UTB/RTT/TT/2022/100384,paulnangai@gmail.com,http://www.intertropicaltours.com
Uganda Eco Tours,UTB/RTT/TT/2022/100387,ugandaecotours@gmail.com,http://www.ecouganda.com
WIDE BIRDING ECO TOURS,UTB/RTT/TT/2022/100389,info@widewildsafaris.com,http://www.widewildsafaris.com
Rwefuma Safaris & Car rental,UTB/RTT/TT/2022/100391,rwefuma@gamil.com,http://www.rwefumasafaris.com
GREAT EXPLORERS SAFARIS,UTB/RTT/TT/2022/100395,info@greatexplorerssafaris.com,http://www. greatexplorerssafaris.com.
Exclusive African Safaris,UTB/RTT/TT/2022/100396,info@exclusiveafricansafaris.com,http://www.ugandasafariexperts.com
Big five car rental,UTB/RTT/TT/2022/100397,info@big5-africatours.com,http://https://www.big5-africatours.com/en-gb/car-rental
Mooi Adventures Uganda,UTB/RTT/TT/2022/100398,info@mooiadventuresuganda.com,http://www.mooiadventuresuganda.com
Afrika Panthera safaris,UTB/RTT/TT/2022/100399,kviola2009@gmail.com,http://www.afrikapanthera.com
SANDAL TOURS AND TRAVEL - SMC LIMITED,UTB/RTT/TT/2022/100400,sandaltoursandtravel2022@gmail.com,http://www.sandaltours&travel.com
Chosen Expeditions and Tours,UTB/RTT/TT/2022/100401,info@chosenexpeditions.com,http://www.chosenexpeditions.com
Renewills Tours and Travel,UTB/RTT/TT/2022/100405,info@renewillstoursandtravel.com,http://www.renewillstoursandtravel.com
Executive Pulse Adventure Africa,UTB/RTT/TT/2022/100406,info@executivepulseadventure.com,http://www.epaagroup.com
Women Tour Uganda,UTB/RTT/TT/2022/100407,info@womentouruganda.com,http://www.womentouruganda.com
TRIP TO TRIP TOURS,UTB/RTT/TT/2022/100410,info@triptotrip-safaris.com,http://www.triptotrip-safaris.com
"S&N Transporters, Tour and Travel",UTB/RTT/TT/2022/100411,sntransp.tourtravels@yahoo.com,http://www.sntourtravels.com
HATARI TOURS AND TRAVEL,UTB/RTT/TT/2022/100419,hataritours@gmail.com,http://www.hataritoursandtravel.com
Rehoboth Safaris,UTB/RTT/TT/2022/100421,rehobothsafaris@gmail.com,http://www.rehobothsafarisug.com
TWENDE UGANDA,UTB/RTT/TT/2022/100422,barungidora@gmail.com,http://www.twendeuganda.com
